Date,Open,High,Low,Close,Adj Close,Volume
2004-01-02,2011.0799560546875,2022.3699951171875,1999.77001953125,2006.6800537109375,2006.6800537109375,1666780000
2004-01-05,2020.780029296875,2047.3599853515625,2020.780029296875,2047.3599853515625,2047.3599853515625,2362910000
2004-01-06,2044.550048828125,2061.5400390625,2039.6300048828125,2057.3701171875,2057.3701171875,2273220000
2004-01-07,2056.75,2078.090087890625,2047.02001953125,2077.679931640625,2077.679931640625,2294280000
2004-01-08,2089.60009765625,2100.25,2078.050048828125,2100.25,2100.25,2683950000
2004-01-09,2083.639892578125,2113.330078125,2077.090087890625,2086.919921875,2086.919921875,2482760000
2004-01-12,2093.5400390625,2112.52001953125,2085.14990234375,2111.780029296875,2111.780029296875,2284010000
2004-01-13,2113.110107421875,2114.909912109375,2080.2900390625,2096.43994140625,2096.43994140625,2385700000
2004-01-14,2104.2900390625,2111.72998046875,2094.320068359375,2111.1298828125,2111.1298828125,2099970000
2004-01-15,2101.860107421875,2121.610107421875,2088.10009765625,2109.080078125,2109.080078125,2235590000
2004-01-16,2126.1201171875,2140.469970703125,2119.35009765625,2140.4599609375,2140.4599609375,2614390000
2004-01-20,2149.030029296875,2149.85009765625,2130.199951171875,2147.97998046875,2147.97998046875,2574190000
2004-01-21,2139.330078125,2150.110107421875,2120.199951171875,2142.449951171875,2142.449951171875,2421860000
2004-01-22,2146.320068359375,2152.1201171875,2119.010009765625,2119.010009765625,2119.010009765625,2353370000
2004-01-23,2124.760009765625,2138.409912109375,2108.449951171875,2123.8701171875,2123.8701171875,2253910000
2004-01-26,2120.56005859375,2153.830078125,2115.340087890625,2153.830078125,2153.830078125,1946050000
2004-01-27,2148.050048828125,2152.75,2116.0400390625,2116.0400390625,2116.0400390625,2151260000
2004-01-28,2125.02001953125,2128.0,2073.14990234375,2077.3701171875,2077.3701171875,2319550000
2004-01-29,2085.5400390625,2087.330078125,2041.0699462890625,2068.22998046875,2068.22998046875,2637760000
2004-01-30,2068.360107421875,2078.8798828125,2058.5400390625,2066.14990234375,2066.14990234375,1931180000
2004-02-02,2072.1298828125,2085.489990234375,2053.7900390625,2063.14990234375,2063.14990234375,1915680000
2004-02-03,2061.280029296875,2071.43994140625,2057.330078125,2066.2099609375,2066.2099609375,1844840000
2004-02-04,2042.8299560546875,2044.6800537109375,2013.9200439453125,2014.1400146484375,2014.1400146484375,2267580000
2004-02-05,2024.47998046875,2031.3900146484375,2012.7900390625,2019.56005859375,2019.56005859375,1956030000
2004-02-06,2025.9599609375,2064.010009765625,2025.9100341796875,2064.010009765625,2064.010009765625,1855510000
2004-02-09,2069.2900390625,2074.27001953125,2060.43994140625,2060.570068359375,2060.570068359375,1745350000
2004-02-10,2061.10009765625,2075.330078125,2060.43994140625,2075.330078125,2075.330078125,1656760000
2004-02-11,2072.89990234375,2089.659912109375,2064.77001953125,2089.659912109375,2089.659912109375,2185700000
2004-02-12,2084.02001953125,2091.219970703125,2072.06005859375,2073.610107421875,2073.610107421875,1937690000
2004-02-13,2080.169921875,2085.7099609375,2049.760009765625,2053.56005859375,2053.56005859375,1818020000
2004-02-17,2068.419921875,2084.719970703125,2068.010009765625,2080.35009765625,2080.35009765625,1618060000
2004-02-18,2084.22998046875,2088.510009765625,2072.18994140625,2076.469970703125,2076.469970703125,1781240000
2004-02-19,2091.7099609375,2094.919921875,2045.9599609375,2045.9599609375,2045.9599609375,2065540000
2004-02-20,2052.1298828125,2052.360107421875,2022.7900390625,2037.9300537109375,2037.9300537109375,1914330000
2004-02-23,2044.4100341796875,2045.0999755859375,1999.5899658203125,2007.52001953125,2007.52001953125,1953330000
2004-02-24,2000.75,2018.0699462890625,1991.050048828125,2005.43994140625,2005.43994140625,2069420000
2004-02-25,2010.5899658203125,2024.199951171875,2007.72998046875,2022.97998046875,2022.97998046875,1707140000
2004-02-26,2018.9100341796875,2037.1700439453125,2012.8299560546875,2032.5699462890625,2032.5699462890625,1752840000
2004-02-27,2036.6700439453125,2044.77001953125,2018.8299560546875,2029.8199462890625,2029.8199462890625,1871780000
